timestamp,cpu usage,memory usage,virtual memory usage,read bytes,written bytes
1709288020488330,0,3440640,34470350848,4112384,0
1709288021501776,0,47423488,35278512128,38457344,12288
1709288022518575,45.978195,105926656,35390181376,59084800,69632
1709288023540358,60.568012,112467968,35423358976,59240448,69632
1709288024559962,61.265965,112640000,35423358976,59240448,69632
1709288025580097,59.044544,113192960,35423358976,59240448,69632
1709288026597133,61.452137,113274880,35423358976,59240448,69632
1709288027614131,59.317062,113315840,35423358976,59240448,69632
1709288028642766,56.750286,113332224,35423358976,59240448,69632
1709288029664103,61.128315,113422336,35423358976,59240448,69632
1709288030690113,61.99863,112779264,35412873216,59240448,69632
1709288031702625,59.477486,113954816,35438678016,59322368,69632
1709288032717111,58.486977,114552832,35447394304,59322368,69632
1709288033733414,56.075302,114556928,35447394304,59322368,69632
1709288034749894,57.94308,114905088,35447394304,59404288,73728
1709288035767490,61.289803,115122176,35447394304,59404288,77824
1709288036790778,62.574947,116523008,35448307712,59404288,81920
1709288037816860,62.719303,116879360,35448307712,59404288,86016
1709288038835110,65.4413,117174272,35448307712,59404288,90112
1709288039851229,67.49669,117612544,35448307712,59404288,94208
1709288040868816,66.87158,118042624,35448438784,59404288,98304
1709288041886755,67.86326,118349824,35448438784,59404288,102400
1709288042903575,69.05557,118755328,35448438784,59404288,106496
1709288043921796,72.303116,119111680,35448438784,59404288,110592
1709288044938611,72.53127,119472128,35448504320,59404288,114688
1709288045955934,72.830414,119709696,35448504320,59404288,118784
1709288046973099,75.696365,120098816,35448569856,59404288,122880
1709288047989594,75.39061,120528896,35448569856,59404288,126976
1709288049007690,75.722626,120983552,35448635392,59404288,131072
1709288050024693,76.97584,121393152,35448635392,59404288,135168
1709288051041321,79.67893,121704448,35448635392,59404288,139264
1709288052057567,78.84112,122048512,35448700928,59408384,143360
1709288053075225,79.06549,122347520,35448700928,59408384,147456
1709288054092352,80.968704,122822656,35448766464,59408384,151552
1709288055110108,81.69722,123355136,35448897536,59408384,155648
1709288056127296,82.812294,123748352,35448897536,59408384,159744
1709288057145497,85.2479,124174336,35448963072,59408384,163840
1709288058162140,84.96913,124485632,35448963072,59408384,167936
1709288059179919,86.425156,125448192,35450077184,59408384,172032
1709288060197571,88.589355,125751296,35450077184,59408384,176128
1709288061217281,90.75227,126160896,35450077184,59408384,180224
1709288062242756,91.57256,126418944,35450142720,59408384,184320
1709288063264327,91.72454,126726144,35450142720,59408384,188416
1709288064281057,94.69502,127123456,35450208256,59408384,192512
1709288065299789,95.78295,127442944,35450208256,59408384,196608
1709288066315923,95.022415,127762432,35450208256,59408384,200704
1709288067332729,91.21806,128110592,35458662400,59408384,204800
1709288068351645,91.41513,128491520,35458662400,59408384,208896
1709288069369155,92.05169,128999424,35458940928,59408384,212992
1709288070390080,91.81475,129339392,35458940928,59408384,217088
1709288071407038,92.62788,129712128,35458940928,59408384,221184
1709288072422818,92.77767,130142208,35459006464,59408384,225280
1709288073439920,93.81559,130605056,35459006464,59408384,229376
1709288074457852,94.70196,130973696,35459006464,59408384,233472
1709288075473650,95.953674,131436544,35459137536,59408384,237568
1709288076493790,95.73624,131796992,35459227648,59408384,241664
1709288077507691,107.04762,132386816,35459465216,59408384,245760
1709288078527315,110.04808,132722688,35459465216,59408384,249856
1709288079545479,109.587906,133033984,35462176768,59408384,253952
1709288080559373,110.411316,133357568,35462176768,59408384,258048
1709288081579989,112.98847,133652480,35462176768,59408384,262144
1709288082593187,111.92408,134107136,35462266880,59408384,266240
1709288083608290,101.06836,134508544,35462397952,59408384,270336
1709288084624324,102.20495,134959104,35462488064,59408384,274432
1709288085638821,103.94312,135188480,35462488064,59408384,278528
1709288086656906,100.027435,135540736,35462488064,59408384,286720
1709288087674529,105.981285,136036352,35463233536,59408384,290816
1709288088690279,107.2949,136368128,35463323648,59408384,294912
1709288089705562,102.48167,136699904,35463323648,59408384,299008
1709288090726521,107.3223,136966144,35463323648,59408384,303104
1709288091742222,106.92655,137449472,35463413760,59408384,307200
1709288092755991,109.17521,138280960,35464462336,59408384,311296
1709288093774733,109.02499,138514432,35464462336,59408384,315392
1709288094795145,109.75561,138985472,35464552448,59408384,319488
1709288095810140,107.5213,139358208,35464552448,59408384,323584
1709288096824033,107.0997,139792384,35464781824,59408384,327680
1709288097843917,106.94052,140156928,35464781824,59408384,331776
1709288098859540,107.86371,140394496,35464781824,59408384,335872
1709288099879532,107.413574,140783616,35464871936,59408384,339968
1709288100896347,108.34559,141197312,35464871936,59408384,344064
1709288101915096,108.44348,141647872,35464962048,59408384,348160
1709288102932299,107.973145,142200832,35465134080,59408384,352256
1709288103947577,107.34161,142426112,35465134080,59408384,356352
