timestamp,cpu usage,memory usage,virtual memory usage,read bytes,written bytes
1709820886079889,0,88289280,35439882240,69812224,69632
1709820887169793,0,88289280,35439882240,69812224,69632
1709820888223144,64.80712,88289280,35439882240,69812224,69632
1709820889272411,67.231514,88702976,35440418816,69812224,69632
1709820890299537,61.8246,91303936,35466551296,70311936,69632
1709820891336475,62.024117,91402240,35466551296,70311936,69632
1709820892370214,63.050827,91578368,35466551296,70316032,69632
1709820893389707,60.983406,91820032,35466551296,70467584,73728
1709820894405835,58.978107,91947008,35466551296,70467584,77824
1709820895436445,56.74146,92110848,35466551296,70467584,81920
1709820896461720,55.307495,92286976,35466551296,70467584,86016
1709820897493514,59.996758,92405760,35466551296,70467584,90112
1709820898512059,59.972942,92532736,35466551296,70467584,94208
1709820899529985,60.028236,92647424,35466551296,70467584,98304
1709820900546519,59.605534,92774400,35466551296,70467584,102400
1709820901564380,59.270226,92872704,35466551296,70467584,106496
1709820902589254,104.607956,105213952,35478695936,70950912,110592
1709820903606697,114.04502,106532864,35479547904,70950912,114688
1709820904624362,112.08188,106692608,35479547904,70983680,118784
1709820905642646,112.12838,107945984,35480334336,70983680,122880
1709820906686743,112.48492,109191168,35481120768,70983680,126976
1709820907711805,113.33229,109322240,35481120768,70983680,135168
1709820908745737,112.92086,109445120,35481120768,70983680,139264
1709820909786753,112.12891,109555712,35481120768,70983680,143360
1709820910815264,113.120865,109649920,35481120768,70983680,147456
1709820911836680,112.40371,118194176,35487551488,70983680,151552
1709820912849820,111.44793,120778752,35491885056,70983680,155648
1709820913865713,111.5288,120950784,35491885056,70983680,159744
1709820914881514,110.91304,121446400,35492610048,70983680,163840
1709820915899306,114.750565,121987072,35493134336,70983680,167936
1709820916914431,112.11268,122028032,35493134336,70983680,172032
1709820917931269,112.94328,122044416,35493134336,70983680,176128
1709820918951848,112.641815,122056704,35493134336,70983680,180224
1709820919967718,112.30662,122732544,35493646336,70983680,184320
1709820920985719,112.97341,122753024,35493646336,70983680,188416
1709820921999806,112.9152,129720320,35499094016,70983680,192512
1709820923014131,110.68303,130199552,35499814912,70983680,196608
1709820924031052,112.59756,132550656,35504205824,70983680,200704
1709820925043596,111.84869,132579328,35504205824,70983680,204800
1709820926060677,110.79407,132583424,35504205824,70983680,208896
1709820927082091,112.23119,132595712,35504205824,70983680,212992
1709820928093641,111.05254,132599808,35504205824,70983680,217088
1709820929106089,111.58121,132608000,35504205824,70983680,221184
1709820930122145,112.018845,132624384,35504205824,70983680,225280
1709820931138896,110.93667,132632576,35504205824,70983680,229376
1709820932150576,110.74182,139124736,35507425280,70983680,233472
1709820933163019,110.60083,141561856,35511566336,70983680,237568
1709820934177616,110.18101,141623296,35511566336,70983680,241664
1709820935195523,108.75219,141647872,35511566336,70983680,245760
1709820936208183,112.003845,141668352,35511566336,70983680,249856
1709820937217375,109.66467,142462976,35512614912,70983680,253952
1709820938231805,110.58948,142462976,35512614912,70983680,258048
1709820939245342,111.18267,142467072,35512614912,70983680,262144
1709820940260273,110.78548,142467072,35512614912,70983680,266240
1709820941272599,109.67147,142467072,35512614912,70983680,270336
1709820942283352,109.089745,149807104,35517005824,70983680,274432
1709820943295749,110.31204,150695936,35517005824,70983680,278528
1709820944308510,110.40428,151080960,35517726720,70983680,282624
1709820945327108,110.00286,151080960,35517726720,70983680,286720
1709820946343814,109.30261,151695360,35519045632,70983680,290816
1709820947365207,109.26189,151699456,35519045632,70983680,294912
1709820948384505,107.91622,151932928,35519635456,70983680,299008
1709820949398649,109.18878,151941120,35519635456,70983680,303104
1709820950408685,109.385376,151945216,35519635456,70983680,307200
1709820951425828,109.40458,151945216,35519635456,70983680,311296
1709820952438740,107.66754,157302784,36059324416,70983680,315392
1709820953455527,108.52989,159051776,36062076928,70983680,319488
1709820954469104,108.15309,159895552,36063125504,70983680,323584
1709820955485671,109.10596,160468992,36064378880,70983680,327680
1709820956501307,109.073814,160559104,36064444416,70983680,331776
1709820957514138,107.29548,161091584,36065689600,70983680,335872
1709820958532297,107.75227,161095680,36065153024,70983680,339968
1709820959546886,108.70558,161169408,36065153024,70983680,344064
1709820960558796,108.48955,161185792,36065153024,70983680,348160
1709820961586942,107.94794,161198080,36065153024,70983680,352256
1709820962602252,107.91204,168157184,36068106240,70983680,356352
1709820963621165,67.87377,168501248,36068106240,71335936,360448
1709820964650364,64.00382,168681472,36068110336,71335936,360448
1709820965680044,61.817795,168775680,36068642816,71335936,360448
1709820966707365,57.593845,168869888,36068642816,71335936,360448
