timestamp,cpu usage,memory usage,virtual memory usage,read bytes,written bytes
1709820414768361,0,165072896,35489349632,79855616,704512
1709820415790551,0,165072896,35489349632,79855616,704512
1709820416818501,58.5226,165072896,35489349632,79855616,704512
1709820417838960,62.39893,165163008,35489374208,79855616,704512
1709820418865410,65.960754,165236736,35489382400,79855616,704512
1709820419888553,65.57007,165244928,35489382400,79855616,704512
1709820420906073,63.698162,165285888,35489374208,79855616,704512
1709820421922643,55.42181,165335040,35489349632,79855616,704512
1709820422939140,57.269646,165355520,35489349632,79855616,704512
1709820423956346,58.782417,165363712,35489349632,79855616,708608
1709820424972568,58.975883,165363712,35489349632,79855616,712704
1709820425990532,55.582165,165384192,35489349632,79855616,716800
1709820427009447,57.358467,165388288,35489349632,79855616,720896
1709820428025273,56.378674,165388288,35489349632,79855616,724992
1709820429042965,57.61969,165388288,35489349632,79855616,729088
1709820430059516,56.744854,165388288,35489349632,79855616,733184
1709820431076091,56.94617,165388288,35489349632,79855616,737280
1709820432094812,57.218033,165388288,35489349632,79855616,741376
1709820433111645,102.239716,166088704,35490267136,79855616,749568
1709820434128959,100.07076,166088704,35490267136,79855616,753664
1709820435145162,102.37097,166096896,35490267136,79855616,757760
1709820436161526,102.38943,166105088,35490267136,79855616,761856
1709820437179496,100.55013,166105088,35490267136,79855616,765952
1709820438196779,100.54776,166121472,35490267136,79855616,770048
1709820439214144,102.784515,166121472,35490267136,79855616,774144
1709820440231650,102.86122,166146048,35490267136,79855616,778240
1709820441249338,104.298996,166174720,35490267136,79855616,782336
1709820442278225,102.676476,166297600,35490267136,79855616,786432
1709820443295473,112.46213,166928384,35491053568,79855616,790528
1709820444314218,113.2671,166952960,35491053568,79855616,794624
1709820445328500,111.6553,166957056,35491053568,79855616,798720
1709820446341012,113.70652,166973440,35491053568,79855616,802816
1709820447357232,113.562386,166973440,35491053568,79855616,806912
1709820448380166,114.20511,166977536,35491053568,79855616,811008
1709820449398643,113.09242,166977536,35491053568,79855616,815104
1709820450414900,113.06639,166977536,35491053568,79855616,819200
1709820451434213,114.87851,166977536,35491053568,79855616,823296
1709820452446906,112.07807,168103936,35491577856,79855616,827392
1709820453467022,112.96729,168189952,35491577856,79855616,831488
1709820454484819,110.77202,168198144,35491577856,79855616,835584
1709820455503130,113.40098,168738816,35492110336,79855616,839680
1709820456520650,111.40434,168751104,35492110336,79855616,843776
1709820457536034,112.06413,168796160,35492110336,79855616,847872
1709820458552651,113.71928,169103360,35492765696,79855616,851968
1709820459570607,112.77759,169103360,35492765696,79855616,856064
1709820460586373,111.87261,169111552,35492765696,79855616,860160
1709820461603765,112.117004,169177088,35492831232,79855616,864256
1709820462625144,110.75983,171339776,35494604800,79855616,868352
1709820463649638,110.281,171544576,35494604800,79855616,872448
1709820464667323,110.64784,172261376,35495981056,79855616,876544
1709820465677174,110.40239,172265472,35495981056,79855616,880640
1709820466690950,110.07053,174305280,35499397120,79855616,884736
1709820467707356,111.08971,174305280,35499397120,79855616,888832
1709820468722872,110.04485,174309376,35499397120,79855616,892928
1709820469742987,110.33541,174309376,35499397120,79855616,897024
1709820470757107,111.65026,174309376,35499397120,79855616,901120
1709820471774051,110.46857,174309376,35499397120,79855616,905216
1709820472795620,110.12819,176791552,35499397120,79855616,909312
1709820473808911,111.06889,176791552,35499397120,79855616,913408
1709820474825421,110.00129,176988160,35499397120,79855616,917504
1709820475839321,109.839836,177238016,35499986944,79855616,921600
1709820476849487,110.264656,177238016,35499986944,79855616,925696
1709820477861924,108.531746,177238016,35499986944,79855616,929792
1709820478874658,110.51325,177250304,35499986944,79855616,933888
1709820479892853,109.70292,177250304,35499986944,79855616,937984
1709820480905140,109.95244,177319936,35500052480,79855616,942080
1709820481920390,109.66355,177319936,35500052480,79855616,946176
1709820482929703,109.25566,180162560,35502739456,79855616,950272
1709820483941494,110.10005,180391936,35503788032,79855616,954368
1709820484962735,108.408455,180461568,35503853568,79855616,958464
1709820485984041,108.54984,180641792,35504377856,79855616,962560
1709820486999338,109.60763,180645888,35504377856,79855616,966656
1709820488010727,109.439224,180658176,35504377856,79855616,970752
1709820489024967,108.64109,180789248,35504508928,79855616,974848
1709820490034926,109.26368,180793344,35504508928,79855616,978944
1709820491047884,109.378845,181325824,35505754112,79855616,983040
1709820492059061,109.317604,181399552,35505819648,79855616,987136
1709820493073927,107.859856,184107008,35505819648,79855616,991232
1709820494086343,108.19326,184164352,35505819648,79855616,995328
1709820495101812,109.1949,185372672,35507728384,79855616,999424
1709820496118633,107.35395,185692160,35508383744,79855616,1003520
1709820497132469,109.120476,185925632,35508383744,79855616,1011712
1709820498144170,107.24919,186372096,35509170176,79855616,1015808
1709820499154760,107.76095,186376192,35509170176,79855616,1019904
1709820500169115,108.21938,186847232,35510218752,79855616,1024000
1709820501183233,107.590836,188174336,35512250368,79855616,1028096
1709820502196791,108.08091,189734912,35512250368,79855616,1032192
1709820503207601,106.90796,190742528,35512250368,79855616,1036288
1709820504219842,107.6582,190783488,35512250368,79855616,1040384
1709820505229802,108.155876,190787584,35512250368,79855616,1044480
1709820506243574,107.86423,190799872,35512250368,79855616,1048576
1709820507255600,107.3021,190803968,35512250368,79855616,1052672
1709820508270720,108.38825,191180800,35512774656,79855616,1056768
1709820509282226,108.31964,191188992,35512774656,79855616,1060864
1709820510295796,108.38768,191197184,35512774656,79855616,1064960
1709820511307392,107.95694,191205376,35512774656,79855616,1069056
1709820512316278,107.68485,194097152,35512774656,79855616,1073152
1709820513329435,107.313065,194404352,35512774656,79855616,1077248
1709820514341519,107.920425,194416640,35512774656,79855616,1081344
1709820515352139,107.43149,194424832,35512774656,79855616,1085440
1709820516364436,107.14601,194449408,35512774656,79855616,1089536
1709820517378204,107.35007,194453504,35512774656,79855616,1093632
1709820518391950,108.0631,194465792,35512774656,79855616,1097728
1709820519404579,107.06739,195272704,35514097664,79855616,1101824
1709820520419715,107.75243,195330048,35514097664,79855616,1105920
1709820521430137,107.20093,195334144,35514097664,79855616,1110016
1709820522454177,107.38254,198299648,35514163200,79855616,1114112
1709820523468370,107.539925,198365184,35514163200,79855616,1118208
1709820524483428,106.80803,198381568,35514163200,79855616,1122304
1709820525499172,108.18813,198377472,35513626624,79855616,1126400
1709820526511993,107.081474,198430720,35513626624,79855616,1130496
1709820527524387,107.68136,198430720,35513626624,79855616,1134592
1709820528537540,106.96351,198430720,35513626624,79855616,1138688
1709820529553964,107.54938,198430720,35513626624,79855616,1142784
1709820530566410,106.69507,198434816,35513626624,79855616,1146880
1709820531576067,107.26504,198434816,35513626624,79855616,1150976
1709820532589121,107.317474,201011200,35514740736,79855616,1155072
1709820533611001,86.71627,201273344,35515789312,79855616,1159168
1709820534627603,59.586605,201273344,35516325888,79855616,1159168
1709820535645768,57.45938,201293824,35516325888,79855616,1159168
1709820536663128,56.43104,201404416,35516325888,79855616,1159168
1709820537679366,57.21027,201445376,35516325888,79855616,1159168
1709820538696928,56.676704,201445376,35516325888,79855616,1159168
